MANDT,PERNR,ENDDA,BEGDA,SUBTY,STRAS,ORT01,PSTLZ,LAND1
100,00000876,99991231,20200101,1,Street 876,Hamburg,10875,IT
100,00000877,99991231,20200101,1,Street 877,Rotterdam,10876,ES
100,00000878,99991231,20200101,1,Street 878,Lyon,10877,AT
100,00000879,99991231,20200101,1,Street 879,Milan,10878,CH
100,00000880,99991231,20200101,1,Street 880,Madrid,10879,BE
100,00000881,99991231,20200101,1,Street 881,Berlin,10880,DE
100,00000882,99991231,20200101,1,Street 882,Amsterdam,10881,NL
100,00000883,99991231,20200101,1,Street 883,Paris,10882,FR
100,00000884,99991231,20200101,1,Street 884,London,10883,US
100,00000885,99991231,20200101,1,Street 885,Munich,10884,GB
100,00000886,99991231,20200101,1,Street 886,Hamburg,10885,IT
100,00000887,99991231,20200101,1,Street 887,Rotterdam,10886,ES
100,00000888,99991231,20200101,1,Street 888,Lyon,10887,AT
100,00000889,99991231,20200101,1,Street 889,Milan,10888,CH
100,00000890,99991231,20200101,1,Street 890,Madrid,10889,BE
100,00000891,99991231,20200101,1,Street 891,Berlin,10890,DE
100,00000892,99991231,20200101,1,Street 892,Amsterdam,10891,NL
100,00000893,99991231,20200101,1,Street 893,Paris,10892,FR
100,00000894,99991231,20200101,1,Street 894,London,10893,US
100,00000895,99991231,20200101,1,Street 895,Munich,10894,GB
100,00000896,99991231,20200101,1,Street 896,Hamburg,10895,IT
100,00000897,99991231,20200101,1,Street 897,Rotterdam,10896,ES
100,00000898,99991231,20200101,1,Street 898,Lyon,10897,AT
100,00000899,99991231,20200101,1,Street 899,Milan,10898,CH
100,00000900,99991231,20200101,1,Street 900,Madrid,10899,BE
100,00000901,99991231,20200101,1,Street 901,Berlin,10900,DE
100,00000902,99991231,20200101,1,Street 902,Amsterdam,10901,NL
100,00000903,99991231,20200101,1,Street 903,Paris,10902,FR
100,00000904,99991231,20200101,1,Street 904,London,10903,US
100,00000905,99991231,20200101,1,Street 905,Munich,10904,GB
100,00000906,99991231,20200101,1,Street 906,Hamburg,10905,IT
100,00000907,99991231,20200101,1,Street 907,Rotterdam,10906,ES
100,00000908,99991231,20200101,1,Street 908,Lyon,10907,AT
100,00000909,99991231,20200101,1,Street 909,Milan,10908,CH
100,00000910,99991231,20200101,1,Street 910,Madrid,10909,BE
100,00000911,99991231,20200101,1,Street 911,Berlin,10910,DE
100,00000912,99991231,20200101,1,Street 912,Amsterdam,10911,NL
100,00000913,99991231,20200101,1,Street 913,Paris,10912,FR
100,00000914,99991231,20200101,1,Street 914,London,10913,US
100,00000915,99991231,20200101,1,Street 915,Munich,10914,GB
100,00000916,99991231,20200101,1,Street 916,Hamburg,10915,IT
100,00000917,99991231,20200101,1,Street 917,Rotterdam,10916,ES
100,00000918,99991231,20200101,1,Street 918,Lyon,10917,AT
100,00000919,99991231,20200101,1,Street 919,Milan,10918,CH
100,00000920,99991231,20200101,1,Street 920,Madrid,10919,BE
100,00000921,99991231,20200101,1,Street 921,Berlin,10920,DE
100,00000922,99991231,20200101,1,Street 922,Amsterdam,10921,NL
100,00000923,99991231,20200101,1,Street 923,Paris,10922,FR
100,00000924,99991231,20200101,1,Street 924,London,10923,US
100,00000925,99991231,20200101,1,Street 925,Munich,10924,GB
100,00000926,99991231,20200101,1,Street 926,Hamburg,10925,IT
100,00000927,99991231,20200101,1,Street 927,Rotterdam,10926,ES
100,00000928,99991231,20200101,1,Street 928,Lyon,10927,AT
100,00000929,99991231,20200101,1,Street 929,Milan,10928,CH
100,00000930,99991231,20200101,1,Street 930,Madrid,10929,BE
100,00000931,99991231,20200101,1,Street 931,Berlin,10930,DE
100,00000932,99991231,20200101,1,Street 932,Amsterdam,10931,NL
100,00000933,99991231,20200101,1,Street 933,Paris,10932,FR
100,00000934,99991231,20200101,1,Street 934,London,10933,US
100,00000935,99991231,20200101,1,Street 935,Munich,10934,GB
100,00000936,99991231,20200101,1,Street 936,Hamburg,10935,IT
100,00000937,99991231,20200101,1,Street 937,Rotterdam,10936,ES
100,00000938,99991231,20200101,1,Street 938,Lyon,10937,AT
100,00000939,99991231,20200101,1,Street 939,Milan,10938,CH
100,00000940,99991231,20200101,1,Street 940,Madrid,10939,BE
100,00000941,99991231,20200101,1,Street 941,Berlin,10940,DE
100,00000942,99991231,20200101,1,Street 942,Amsterdam,10941,NL
100,00000943,99991231,20200101,1,Street 943,Paris,10942,FR
100,00000944,99991231,20200101,1,Street 944,London,10943,US
100,00000945,99991231,20200101,1,Street 945,Munich,10944,GB
100,00000946,99991231,20200101,1,Street 946,Hamburg,10945,IT
100,00000947,99991231,20200101,1,Street 947,Rotterdam,10946,ES
100,00000948,99991231,20200101,1,Street 948,Lyon,10947,AT
100,00000949,99991231,20200101,1,Street 949,Milan,10948,CH
100,00000950,99991231,20200101,1,Street 950,Madrid,10949,BE
100,00000951,99991231,20200101,1,Street 951,Berlin,10950,DE
100,00000952,99991231,20200101,1,Street 952,Amsterdam,10951,NL
100,00000953,99991231,20200101,1,Street 953,Paris,10952,FR
100,00000954,99991231,20200101,1,Street 954,London,10953,US
100,00000955,99991231,20200101,1,Street 955,Munich,10954,GB
100,00000956,99991231,20200101,1,Street 956,Hamburg,10955,IT
100,00000957,99991231,20200101,1,Street 957,Rotterdam,10956,ES
100,00000958,99991231,20200101,1,Street 958,Lyon,10957,AT
100,00000959,99991231,20200101,1,Street 959,Milan,10958,CH
100,00000960,99991231,20200101,1,Street 960,Madrid,10959,BE
100,00000961,99991231,20200101,1,Street 961,Berlin,10960,DE
100,00000962,99991231,20200101,1,Street 962,Amsterdam,10961,NL
100,00000963,99991231,20200101,1,Street 963,Paris,10962,FR
100,00000964,99991231,20200101,1,Street 964,London,10963,US
100,00000965,99991231,20200101,1,Street 965,Munich,10964,GB
100,00000966,99991231,20200101,1,Street 966,Hamburg,10965,IT
100,00000967,99991231,20200101,1,Street 967,Rotterdam,10966,ES
100,00000968,99991231,20200101,1,Street 968,Lyon,10967,AT
100,00000969,99991231,20200101,1,Street 969,Milan,10968,CH
100,00000970,99991231,20200101,1,Street 970,Madrid,10969,BE
100,00000971,99991231,20200101,1,Street 971,Berlin,10970,DE
100,00000972,99991231,20200101,1,Street 972,Amsterdam,10971,NL
100,00000973,99991231,20200101,1,Street 973,Paris,10972,FR
100,00000974,99991231,20200101,1,Street 974,London,10973,US
100,00000975,99991231,20200101,1,Street 975,Munich,10974,GB
100,00000976,99991231,20200101,1,Street 976,Hamburg,10975,IT
100,00000977,99991231,20200101,1,Street 977,Rotterdam,10976,ES
100,00000978,99991231,20200101,1,Street 978,Lyon,10977,AT
100,00000979,99991231,20200101,1,Street 979,Milan,10978,CH
100,00000980,99991231,20200101,1,Street 980,Madrid,10979,BE
100,00000981,99991231,20200101,1,Street 981,Berlin,10980,DE
100,00000982,99991231,20200101,1,Street 982,Amsterdam,10981,NL
100,00000983,99991231,20200101,1,Street 983,Paris,10982,FR
100,00000984,99991231,20200101,1,Street 984,London,10983,US
100,00000985,99991231,20200101,1,Street 985,Munich,10984,GB
100,00000986,99991231,20200101,1,Street 986,Hamburg,10985,IT
100,00000987,99991231,20200101,1,Street 987,Rotterdam,10986,ES
100,00000988,99991231,20200101,1,Street 988,Lyon,10987,AT
100,00000989,99991231,20200101,1,Street 989,Milan,10988,CH
100,00000990,99991231,20200101,1,Street 990,Madrid,10989,BE
100,00000991,99991231,20200101,1,Street 991,Berlin,10990,DE
100,00000992,99991231,20200101,1,Street 992,Amsterdam,10991,NL
100,00000993,99991231,20200101,1,Street 993,Paris,10992,FR
100,00000994,99991231,20200101,1,Street 994,London,10993,US
100,00000995,99991231,20200101,1,Street 995,Munich,10994,GB
100,00000996,99991231,20200101,1,Street 996,Hamburg,10995,IT
100,00000997,99991231,20200101,1,Street 997,Rotterdam,10996,ES
100,00000998,99991231,20200101,1,Street 998,Lyon,10997,AT
100,00000999,99991231,20200101,1,Street 999,Milan,10998,CH
100,00001000,99991231,20200101,1,Street 1000,Madrid,10999,BE
100,00001001,99991231,20200101,1,Street 1001,Berlin,11000,DE
100,00001002,99991231,20200101,1,Street 1002,Amsterdam,11001,NL
100,00001003,99991231,20200101,1,Street 1003,Paris,11002,FR
100,00001004,99991231,20200101,1,Street 1004,London,11003,US
100,00001005,99991231,20200101,1,Street 1005,Munich,11004,GB
100,00001006,99991231,20200101,1,Street 1006,Hamburg,11005,IT
100,00001007,99991231,20200101,1,Street 1007,Rotterdam,11006,ES
100,00001008,99991231,20200101,1,Street 1008,Lyon,11007,AT
100,00001009,99991231,20200101,1,Street 1009,Milan,11008,CH
100,00001010,99991231,20200101,1,Street 1010,Madrid,11009,BE
100,00001011,99991231,20200101,1,Street 1011,Berlin,11010,DE
100,00001012,99991231,20200101,1,Street 1012,Amsterdam,11011,NL
100,00001013,99991231,20200101,1,Street 1013,Paris,11012,FR
100,00001014,99991231,20200101,1,Street 1014,London,11013,US
100,00001015,99991231,20200101,1,Street 1015,Munich,11014,GB
100,00001016,99991231,20200101,1,Street 1016,Hamburg,11015,IT
100,00001017,99991231,20200101,1,Street 1017,Rotterdam,11016,ES
100,00001018,99991231,20200101,1,Street 1018,Lyon,11017,AT
100,00001019,99991231,20200101,1,Street 1019,Milan,11018,CH
100,00001020,99991231,20200101,1,Street 1020,Madrid,11019,BE
100,00001021,99991231,20200101,1,Street 1021,Berlin,11020,DE
100,00001022,99991231,20200101,1,Street 1022,Amsterdam,11021,NL
100,00001023,99991231,20200101,1,Street 1023,Paris,11022,FR
100,00001024,99991231,20200101,1,Street 1024,London,11023,US
100,00001025,99991231,20200101,1,Street 1025,Munich,11024,GB
100,00001026,99991231,20200101,1,Street 1026,Hamburg,11025,IT
100,00001027,99991231,20200101,1,Street 1027,Rotterdam,11026,ES
100,00001028,99991231,20200101,1,Street 1028,Lyon,11027,AT
100,00001029,99991231,20200101,1,Street 1029,Milan,11028,CH
100,00001030,99991231,20200101,1,Street 1030,Madrid,11029,BE
100,00001031,99991231,20200101,1,Street 1031,Berlin,11030,DE
100,00001032,99991231,20200101,1,Street 1032,Amsterdam,11031,NL
100,00001033,99991231,20200101,1,Street 1033,Paris,11032,FR
100,00001034,99991231,20200101,1,Street 1034,London,11033,US
100,00001035,99991231,20200101,1,Street 1035,Munich,11034,GB
100,00001036,99991231,20200101,1,Street 1036,Hamburg,11035,IT
100,00001037,99991231,20200101,1,Street 1037,Rotterdam,11036,ES
100,00001038,99991231,20200101,1,Street 1038,Lyon,11037,AT
100,00001039,99991231,20200101,1,Street 1039,Milan,11038,CH
100,00001040,99991231,20200101,1,Street 1040,Madrid,11039,BE
100,00001041,99991231,20200101,1,Street 1041,Berlin,11040,DE
100,00001042,99991231,20200101,1,Street 1042,Amsterdam,11041,NL
100,00001043,99991231,20200101,1,Street 1043,Paris,11042,FR
100,00001044,99991231,20200101,1,Street 1044,London,11043,US
100,00001045,99991231,20200101,1,Street 1045,Munich,11044,GB
100,00001046,99991231,20200101,1,Street 1046,Hamburg,11045,IT
100,00001047,99991231,20200101,1,Street 1047,Rotterdam,11046,ES
100,00001048,99991231,20200101,1,Street 1048,Lyon,11047,AT
100,00001049,99991231,20200101,1,Street 1049,Milan,11048,CH
100,00001050,99991231,20200101,1,Street 1050,Madrid,11049,BE
100,00001051,99991231,20200101,1,Street 1051,Berlin,11050,DE
100,00001052,99991231,20200101,1,Street 1052,Amsterdam,11051,NL
100,00001053,99991231,20200101,1,Street 1053,Paris,11052,FR
100,00001054,99991231,20200101,1,Street 1054,London,11053,US
100,00001055,99991231,20200101,1,Street 1055,Munich,11054,GB
100,00001056,99991231,20200101,1,Street 1056,Hamburg,11055,IT
100,00001057,99991231,20200101,1,Street 1057,Rotterdam,11056,ES
100,00001058,99991231,20200101,1,Street 1058,Lyon,11057,AT
100,00001059,99991231,20200101,1,Street 1059,Milan,11058,CH
100,00001060,99991231,20200101,1,Street 1060,Madrid,11059,BE
100,00001061,99991231,20200101,1,Street 1061,Berlin,11060,DE
100,00001062,99991231,20200101,1,Street 1062,Amsterdam,11061,NL
100,00001063,99991231,20200101,1,Street 1063,Paris,11062,FR
100,00001064,99991231,20200101,1,Street 1064,London,11063,US
100,00001065,99991231,20200101,1,Street 1065,Munich,11064,GB
100,00001066,99991231,20200101,1,Street 1066,Hamburg,11065,IT
100,00001067,99991231,20200101,1,Street 1067,Rotterdam,11066,ES
100,00001068,99991231,20200101,1,Street 1068,Lyon,11067,AT
100,00001069,99991231,20200101,1,Street 1069,Milan,11068,CH
100,00001070,99991231,20200101,1,Street 1070,Madrid,11069,BE
100,00001071,99991231,20200101,1,Street 1071,Berlin,11070,DE
100,00001072,99991231,20200101,1,Street 1072,Amsterdam,11071,NL
100,00001073,99991231,20200101,1,Street 1073,Paris,11072,FR
100,00001074,99991231,20200101,1,Street 1074,London,11073,US
100,00001075,99991231,20200101,1,Street 1075,Munich,11074,GB
100,00001076,99991231,20200101,1,Street 1076,Hamburg,11075,IT
100,00001077,99991231,20200101,1,Street 1077,Rotterdam,11076,ES
100,00001078,99991231,20200101,1,Street 1078,Lyon,11077,AT
100,00001079,99991231,20200101,1,Street 1079,Milan,11078,CH
100,00001080,99991231,20200101,1,Street 1080,Madrid,11079,BE
100,00001081,99991231,20200101,1,Street 1081,Berlin,11080,DE
100,00001082,99991231,20200101,1,Street 1082,Amsterdam,11081,NL
100,00001083,99991231,20200101,1,Street 1083,Paris,11082,FR
100,00001084,99991231,20200101,1,Street 1084,London,11083,US
100,00001085,99991231,20200101,1,Street 1085,Munich,11084,GB
100,00001086,99991231,20200101,1,Street 1086,Hamburg,11085,IT
100,00001087,99991231,20200101,1,Street 1087,Rotterdam,11086,ES
100,00001088,99991231,20200101,1,Street 1088,Lyon,11087,AT
100,00001089,99991231,20200101,1,Street 1089,Milan,11088,CH
100,00001090,99991231,20200101,1,Street 1090,Madrid,11089,BE
100,00001091,99991231,20200101,1,Street 1091,Berlin,11090,DE
100,00001092,99991231,20200101,1,Street 1092,Amsterdam,11091,NL
100,00001093,99991231,20200101,1,Street 1093,Paris,11092,FR
100,00001094,99991231,20200101,1,Street 1094,London,11093,US
100,00001095,99991231,20200101,1,Street 1095,Munich,11094,GB
100,00001096,99991231,20200101,1,Street 1096,Hamburg,11095,IT
100,00001097,99991231,20200101,1,Street 1097,Rotterdam,11096,ES
100,00001098,99991231,20200101,1,Street 1098,Lyon,11097,AT
100,00001099,99991231,20200101,1,Street 1099,Milan,11098,CH
100,00001100,99991231,20200101,1,Street 1100,Madrid,11099,BE
100,00001101,99991231,20200101,1,Street 1101,Berlin,11100,DE
100,00001102,99991231,20200101,1,Street 1102,Amsterdam,11101,NL
100,00001103,99991231,20200101,1,Street 1103,Paris,11102,FR
100,00001104,99991231,20200101,1,Street 1104,London,11103,US
100,00001105,99991231,20200101,1,Street 1105,Munich,11104,GB
100,00001106,99991231,20200101,1,Street 1106,Hamburg,11105,IT
100,00001107,99991231,20200101,1,Street 1107,Rotterdam,11106,ES
100,00001108,99991231,20200101,1,Street 1108,Lyon,11107,AT
100,00001109,99991231,20200101,1,Street 1109,Milan,11108,CH
100,00001110,99991231,20200101,1,Street 1110,Madrid,11109,BE
100,00001111,99991231,20200101,1,Street 1111,Berlin,11110,DE
100,00001112,99991231,20200101,1,Street 1112,Amsterdam,11111,NL
100,00001113,99991231,20200101,1,Street 1113,Paris,11112,FR
100,00001114,99991231,20200101,1,Street 1114,London,11113,US
100,00001115,99991231,20200101,1,Street 1115,Munich,11114,GB
100,00001116,99991231,20200101,1,Street 1116,Hamburg,11115,IT
100,00001117,99991231,20200101,1,Street 1117,Rotterdam,11116,ES
100,00001118,99991231,20200101,1,Street 1118,Lyon,11117,AT
100,00001119,99991231,20200101,1,Street 1119,Milan,11118,CH
100,00001120,99991231,20200101,1,Street 1120,Madrid,11119,BE
100,00001121,99991231,20200101,1,Street 1121,Berlin,11120,DE
100,00001122,99991231,20200101,1,Street 1122,Amsterdam,11121,NL
100,00001123,99991231,20200101,1,Street 1123,Paris,11122,FR
100,00001124,99991231,20200101,1,Street 1124,London,11123,US
100,00001125,99991231,20200101,1,Street 1125,Munich,11124,GB
100,00001126,99991231,20200101,1,Street 1126,Hamburg,11125,IT
100,00001127,99991231,20200101,1,Street 1127,Rotterdam,11126,ES
100,00001128,99991231,20200101,1,Street 1128,Lyon,11127,AT
100,00001129,99991231,20200101,1,Street 1129,Milan,11128,CH
100,00001130,99991231,20200101,1,Street 1130,Madrid,11129,BE
100,00001131,99991231,20200101,1,Street 1131,Berlin,11130,DE
100,00001132,99991231,20200101,1,Street 1132,Amsterdam,11131,NL
100,00001133,99991231,20200101,1,Street 1133,Paris,11132,FR
100,00001134,99991231,20200101,1,Street 1134,London,11133,US
100,00001135,99991231,20200101,1,Street 1135,Munich,11134,GB
100,00001136,99991231,20200101,1,Street 1136,Hamburg,11135,IT
100,00001137,99991231,20200101,1,Street 1137,Rotterdam,11136,ES
100,00001138,99991231,20200101,1,Street 1138,Lyon,11137,AT
100,00001139,99991231,20200101,1,Street 1139,Milan,11138,CH
100,00001140,99991231,20200101,1,Street 1140,Madrid,11139,BE
100,00001141,99991231,20200101,1,Street 1141,Berlin,11140,DE
100,00001142,99991231,20200101,1,Street 1142,Amsterdam,11141,NL
100,00001143,99991231,20200101,1,Street 1143,Paris,11142,FR
100,00001144,99991231,20200101,1,Street 1144,London,11143,US
100,00001145,99991231,20200101,1,Street 1145,Munich,11144,GB
100,00001146,99991231,20200101,1,Street 1146,Hamburg,11145,IT
100,00001147,99991231,20200101,1,Street 1147,Rotterdam,11146,ES
100,00001148,99991231,20200101,1,Street 1148,Lyon,11147,AT
100,00001149,99991231,20200101,1,Street 1149,Milan,11148,CH
100,00001150,99991231,20200101,1,Street 1150,Madrid,11149,BE
100,00001151,99991231,20200101,1,Street 1151,Berlin,11150,DE
100,00001152,99991231,20200101,1,Street 1152,Amsterdam,11151,NL
100,00001153,99991231,20200101,1,Street 1153,Paris,11152,FR
100,00001154,99991231,20200101,1,Street 1154,London,11153,US
100,00001155,99991231,20200101,1,Street 1155,Munich,11154,GB
100,00001156,99991231,20200101,1,Street 1156,Hamburg,11155,IT
100,00001157,99991231,20200101,1,Street 1157,Rotterdam,11156,ES
100,00001158,99991231,20200101,1,Street 1158,Lyon,11157,AT
100,00001159,99991231,20200101,1,Street 1159,Milan,11158,CH
100,00001160,99991231,20200101,1,Street 1160,Madrid,11159,BE
100,00001161,99991231,20200101,1,Street 1161,Berlin,11160,DE
100,00001162,99991231,20200101,1,Street 1162,Amsterdam,11161,NL
100,00001163,99991231,20200101,1,Street 1163,Paris,11162,FR
100,00001164,99991231,20200101,1,Street 1164,London,11163,US
100,00001165,99991231,20200101,1,Street 1165,Munich,11164,GB
100,00001166,99991231,20200101,1,Street 1166,Hamburg,11165,IT
100,00001167,99991231,20200101,1,Street 1167,Rotterdam,11166,ES
100,00001168,99991231,20200101,1,Street 1168,Lyon,11167,AT
100,00001169,99991231,20200101,1,Street 1169,Milan,11168,CH
100,00001170,99991231,20200101,1,Street 1170,Madrid,11169,BE
100,00001171,99991231,20200101,1,Street 1171,Berlin,11170,DE
100,00001172,99991231,20200101,1,Street 1172,Amsterdam,11171,NL
100,00001173,99991231,20200101,1,Street 1173,Paris,11172,FR
100,00001174,99991231,20200101,1,Street 1174,London,11173,US
100,00001175,99991231,20200101,1,Street 1175,Munich,11174,GB
100,00001176,99991231,20200101,1,Street 1176,Hamburg,11175,IT
100,00001177,99991231,20200101,1,Street 1177,Rotterdam,11176,ES
100,00001178,99991231,20200101,1,Street 1178,Lyon,11177,AT
100,00001179,99991231,20200101,1,Street 1179,Milan,11178,CH
100,00001180,99991231,20200101,1,Street 1180,Madrid,11179,BE
100,00001181,99991231,20200101,1,Street 1181,Berlin,11180,DE
100,00001182,99991231,20200101,1,Street 1182,Amsterdam,11181,NL
100,00001183,99991231,20200101,1,Street 1183,Paris,11182,FR
100,00001184,99991231,20200101,1,Street 1184,London,11183,US
100,00001185,99991231,20200101,1,Street 1185,Munich,11184,GB
100,00001186,99991231,20200101,1,Street 1186,Hamburg,11185,IT
100,00001187,99991231,20200101,1,Street 1187,Rotterdam,11186,ES
100,00001188,99991231,20200101,1,Street 1188,Lyon,11187,AT
100,00001189,99991231,20200101,1,Street 1189,Milan,11188,CH
100,00001190,99991231,20200101,1,Street 1190,Madrid,11189,BE
100,00001191,99991231,20200101,1,Street 1191,Berlin,11190,DE
100,00001192,99991231,20200101,1,Street 1192,Amsterdam,11191,NL
100,00001193,99991231,20200101,1,Street 1193,Paris,11192,FR
100,00001194,99991231,20200101,1,Street 1194,London,11193,US
100,00001195,99991231,20200101,1,Street 1195,Munich,11194,GB
100,00001196,99991231,20200101,1,Street 1196,Hamburg,11195,IT
100,00001197,99991231,20200101,1,Street 1197,Rotterdam,11196,ES
100,00001198,99991231,20200101,1,Street 1198,Lyon,11197,AT
100,00001199,99991231,20200101,1,Street 1199,Milan,11198,CH
100,00001200,99991231,20200101,1,Street 1200,Madrid,11199,BE
100,00001201,99991231,20200101,1,Street 1201,Berlin,11200,DE
100,00001202,99991231,20200101,1,Street 1202,Amsterdam,11201,NL
100,00001203,99991231,20200101,1,Street 1203,Paris,11202,FR
100,00001204,99991231,20200101,1,Street 1204,London,11203,US
100,00001205,99991231,20200101,1,Street 1205,Munich,11204,GB
100,00001206,99991231,20200101,1,Street 1206,Hamburg,11205,IT
100,00001207,99991231,20200101,1,Street 1207,Rotterdam,11206,ES
100,00001208,99991231,20200101,1,Street 1208,Lyon,11207,AT
100,00001209,99991231,20200101,1,Street 1209,Milan,11208,CH
100,00001210,99991231,20200101,1,Street 1210,Madrid,11209,BE
100,00001211,99991231,20200101,1,Street 1211,Berlin,11210,DE
100,00001212,99991231,20200101,1,Street 1212,Amsterdam,11211,NL
100,00001213,99991231,20200101,1,Street 1213,Paris,11212,FR
100,00001214,99991231,20200101,1,Street 1214,London,11213,US
100,00001215,99991231,20200101,1,Street 1215,Munich,11214,GB
100,00001216,99991231,20200101,1,Street 1216,Hamburg,11215,IT
100,00001217,99991231,20200101,1,Street 1217,Rotterdam,11216,ES
100,00001218,99991231,20200101,1,Street 1218,Lyon,11217,AT
100,00001219,99991231,20200101,1,Street 1219,Milan,11218,CH
100,00001220,99991231,20200101,1,Street 1220,Madrid,11219,BE
100,00001221,99991231,20200101,1,Street 1221,Berlin,11220,DE
100,00001222,99991231,20200101,1,Street 1222,Amsterdam,11221,NL
100,00001223,99991231,20200101,1,Street 1223,Paris,11222,FR
100,00001224,99991231,20200101,1,Street 1224,London,11223,US
100,00001225,99991231,20200101,1,Street 1225,Munich,11224,GB
100,00001226,99991231,20200101,1,Street 1226,Hamburg,11225,IT
100,00001227,99991231,20200101,1,Street 1227,Rotterdam,11226,ES
100,00001228,99991231,20200101,1,Street 1228,Lyon,11227,AT
100,00001229,99991231,20200101,1,Street 1229,Milan,11228,CH
100,00001230,99991231,20200101,1,Street 1230,Madrid,11229,BE
100,00001231,99991231,20200101,1,Street 1231,Berlin,11230,DE
100,00001232,99991231,20200101,1,Street 1232,Amsterdam,11231,NL
100,00001233,99991231,20200101,1,Street 1233,Paris,11232,FR
100,00001234,99991231,20200101,1,Street 1234,London,11233,US
100,00001235,99991231,20200101,1,Street 1235,Munich,11234,GB
100,00001236,99991231,20200101,1,Street 1236,Hamburg,11235,IT
100,00001237,99991231,20200101,1,Street 1237,Rotterdam,11236,ES
100,00001238,99991231,20200101,1,Street 1238,Lyon,11237,AT
100,00001239,99991231,20200101,1,Street 1239,Milan,11238,CH
100,00001240,99991231,20200101,1,Street 1240,Madrid,11239,BE
100,00001241,99991231,20200101,1,Street 1241,Berlin,11240,DE
100,00001242,99991231,20200101,1,Street 1242,Amsterdam,11241,NL
100,00001243,99991231,20200101,1,Street 1243,Paris,11242,FR
100,00001244,99991231,20200101,1,Street 1244,London,11243,US
100,00001245,99991231,20200101,1,Street 1245,Munich,11244,GB
100,00001246,99991231,20200101,1,Street 1246,Hamburg,11245,IT
100,00001247,99991231,20200101,1,Street 1247,Rotterdam,11246,ES
100,00001248,99991231,20200101,1,Street 1248,Lyon,11247,AT
100,00001249,99991231,20200101,1,Street 1249,Milan,11248,CH
100,00001250,99991231,20200101,1,Street 1250,Madrid,11249,BE
100,00001251,99991231,20200101,1,Street 1251,Berlin,11250,DE
100,00001252,99991231,20200101,1,Street 1252,Amsterdam,11251,NL
100,00001253,99991231,20200101,1,Street 1253,Paris,11252,FR
100,00001254,99991231,20200101,1,Street 1254,London,11253,US
100,00001255,99991231,20200101,1,Street 1255,Munich,11254,GB
100,00001256,99991231,20200101,1,Street 1256,Hamburg,11255,IT
100,00001257,99991231,20200101,1,Street 1257,Rotterdam,11256,ES
100,00001258,99991231,20200101,1,Street 1258,Lyon,11257,AT
100,00001259,99991231,20200101,1,Street 1259,Milan,11258,CH
100,00001260,99991231,20200101,1,Street 1260,Madrid,11259,BE
100,00001261,99991231,20200101,1,Street 1261,Berlin,11260,DE
100,00001262,99991231,20200101,1,Street 1262,Amsterdam,11261,NL
100,00001263,99991231,20200101,1,Street 1263,Paris,11262,FR
100,00001264,99991231,20200101,1,Street 1264,London,11263,US
100,00001265,99991231,20200101,1,Street 1265,Munich,11264,GB
100,00001266,99991231,20200101,1,Street 1266,Hamburg,11265,IT
100,00001267,99991231,20200101,1,Street 1267,Rotterdam,11266,ES
100,00001268,99991231,20200101,1,Street 1268,Lyon,11267,AT
100,00001269,99991231,20200101,1,Street 1269,Milan,11268,CH
100,00001270,99991231,20200101,1,Street 1270,Madrid,11269,BE
100,00001271,99991231,20200101,1,Street 1271,Berlin,11270,DE
100,00001272,99991231,20200101,1,Street 1272,Amsterdam,11271,NL
100,00001273,99991231,20200101,1,Street 1273,Paris,11272,FR
100,00001274,99991231,20200101,1,Street 1274,London,11273,US
100,00001275,99991231,20200101,1,Street 1275,Munich,11274,GB
100,00001276,99991231,20200101,1,Street 1276,Hamburg,11275,IT
100,00001277,99991231,20200101,1,Street 1277,Rotterdam,11276,ES
100,00001278,99991231,20200101,1,Street 1278,Lyon,11277,AT
100,00001279,99991231,20200101,1,Street 1279,Milan,11278,CH
100,00001280,99991231,20200101,1,Street 1280,Madrid,11279,BE
100,00001281,99991231,20200101,1,Street 1281,Berlin,11280,DE
100,00001282,99991231,20200101,1,Street 1282,Amsterdam,11281,NL
100,00001283,99991231,20200101,1,Street 1283,Paris,11282,FR
100,00001284,99991231,20200101,1,Street 1284,London,11283,US
100,00001285,99991231,20200101,1,Street 1285,Munich,11284,GB
100,00001286,99991231,20200101,1,Street 1286,Hamburg,11285,IT
100,00001287,99991231,20200101,1,Street 1287,Rotterdam,11286,ES
100,00001288,99991231,20200101,1,Street 1288,Lyon,11287,AT
100,00001289,99991231,20200101,1,Street 1289,Milan,11288,CH
100,00001290,99991231,20200101,1,Street 1290,Madrid,11289,BE
100,00001291,99991231,20200101,1,Street 1291,Berlin,11290,DE
100,00001292,99991231,20200101,1,Street 1292,Amsterdam,11291,NL
100,00001293,99991231,20200101,1,Street 1293,Paris,11292,FR
100,00001294,99991231,20200101,1,Street 1294,London,11293,US
100,00001295,99991231,20200101,1,Street 1295,Munich,11294,GB
100,00001296,99991231,20200101,1,Street 1296,Hamburg,11295,IT
100,00001297,99991231,20200101,1,Street 1297,Rotterdam,11296,ES
100,00001298,99991231,20200101,1,Street 1298,Lyon,11297,AT
100,00001299,99991231,20200101,1,Street 1299,Milan,11298,CH
100,00001300,99991231,20200101,1,Street 1300,Madrid,11299,BE
100,00001301,99991231,20200101,1,Street 1301,Berlin,11300,DE
100,00001302,99991231,20200101,1,Street 1302,Amsterdam,11301,NL
100,00001303,99991231,20200101,1,Street 1303,Paris,11302,FR
100,00001304,99991231,20200101,1,Street 1304,London,11303,US
