MANDT,PERNR,ENDDA,BEGDA,NACHN,VORNA,GBDAT,GESCH
100,00000965,99991231,20200101,Schmidt,David,19670622,1
100,00000966,99991231,20200101,Mueller,Emma,20001219,1
100,00000967,99991231,20200101,Meyer,Felix,19750203,2
100,00000968,99991231,20200101,Wagner,David,19661222,1
100,00000969,99991231,20200101,Becker,Iris,19820531,1
100,00000970,99991231,20200101,Weber,Emma,19960902,1
100,00000971,99991231,20200101,Wagner,Iris,19630321,2
100,00000972,99991231,20200101,Schneider,Ben,19930908,2
100,00000973,99991231,20200101,Hoffmann,Iris,19980726,1
100,00000974,99991231,20200101,Hoffmann,Ben,19650717,1
100,00000975,99991231,20200101,Wagner,Hans,19670907,1
100,00000976,99991231,20200101,Becker,Ben,19890204,1
100,00000977,99991231,20200101,Wagner,Hans,19651031,2
100,00000978,99991231,20200101,Weber,Jan,19920811,2
100,00000979,99991231,20200101,Becker,David,19960418,1
100,00000980,99991231,20200101,Weber,Clara,19720627,1
100,00000981,99991231,20200101,Mueller,Clara,19850926,1
100,00000982,99991231,20200101,Schmidt,Anna,19930216,2
100,00000983,99991231,20200101,Meyer,Greta,19800414,1
100,00000984,99991231,20200101,Hoffmann,Jan,19780110,2
100,00000985,99991231,20200101,Becker,Emma,19890613,1
100,00000986,99991231,20200101,Schneider,Ben,19881111,2
100,00000987,99991231,20200101,Weber,Clara,19610127,1
100,00000988,99991231,20200101,Meyer,Jan,19710422,1
100,00000989,99991231,20200101,Wagner,Anna,19940704,2
100,00000990,99991231,20200101,Becker,David,19710313,2
100,00000991,99991231,20200101,Hoffmann,David,19970506,2
100,00000992,99991231,20200101,Schmidt,David,19960902,1
100,00000993,99991231,20200101,Schneider,Clara,19780226,1
100,00000994,99991231,20200101,Mueller,Ben,19670705,1
100,00000995,99991231,20200101,Fischer,Felix,19971105,2
100,00000996,99991231,20200101,Hoffmann,Jan,19740407,1
100,00000997,99991231,20200101,Hoffmann,David,19641005,1
100,00000998,99991231,20200101,Fischer,David,19790104,2
100,00000999,99991231,20200101,Fischer,Hans,19620509,1
100,00001000,99991231,20200101,Mueller,Ben,19710906,2
100,00001001,99991231,20200101,Weber,David,19830331,1
100,00001002,99991231,20200101,Fischer,Greta,19950703,2
100,00001003,99991231,20200101,Schulz,Anna,19640820,1
100,00001004,99991231,20200101,Weber,Hans,19821230,2
100,00001005,99991231,20200101,Meyer,Greta,19980527,2
100,00001006,99991231,20200101,Weber,Jan,19850320,2
100,00001007,99991231,20200101,Hoffmann,David,19680603,1
100,00001008,99991231,20200101,Wagner,Iris,20000223,1
100,00001009,99991231,20200101,Becker,Felix,19960429,2
100,00001010,99991231,20200101,Meyer,Felix,19600303,1
100,00001011,99991231,20200101,Schulz,Iris,19680211,2
100,00001012,99991231,20200101,Schulz,David,19980813,2
100,00001013,99991231,20200101,Schneider,Greta,19781004,1
100,00001014,99991231,20200101,Mueller,David,19810717,1
100,00001015,99991231,20200101,Mueller,Hans,19880316,2
100,00001016,99991231,20200101,Fischer,David,19720328,2
100,00001017,99991231,20200101,Meyer,Clara,19950830,1
100,00001018,99991231,20200101,Mueller,Hans,20000518,1
100,00001019,99991231,20200101,Hoffmann,Iris,19990913,2
100,00001020,99991231,20200101,Fischer,Ben,19800413,2
100,00001021,99991231,20200101,Schneider,David,19881011,2
100,00001022,99991231,20200101,Schulz,Hans,19600721,1
100,00001023,99991231,20200101,Fischer,Emma,19780608,1
100,00001024,99991231,20200101,Becker,Clara,19870920,2
100,00001025,99991231,20200101,Meyer,David,19810713,2
100,00001026,99991231,20200101,Schneider,Ben,19650320,1
100,00001027,99991231,20200101,Hoffmann,Greta,19670525,1
100,00001028,99991231,20200101,Becker,Clara,19880127,2
100,00001029,99991231,20200101,Schneider,Iris,19690204,1
100,00001030,99991231,20200101,Schneider,Hans,19751230,1
100,00001031,99991231,20200101,Schulz,Felix,19860404,1
100,00001032,99991231,20200101,Weber,Hans,19920405,2
100,00001033,99991231,20200101,Schmidt,Emma,19620124,1
100,00001034,99991231,20200101,Fischer,Felix,19790225,2
100,00001035,99991231,20200101,Schmidt,Felix,19980913,1
100,00001036,99991231,20200101,Schneider,Emma,19880608,1
100,00001037,99991231,20200101,Becker,Iris,19860227,1
100,00001038,99991231,20200101,Schulz,Anna,19811212,2
100,00001039,99991231,20200101,Schulz,Greta,19690625,1
100,00001040,99991231,20200101,Schulz,Emma,19890627,1
100,00001041,99991231,20200101,Becker,Felix,19860721,1
100,00001042,99991231,20200101,Meyer,Jan,19940704,2
100,00001043,99991231,20200101,Schmidt,Ben,19740816,1
100,00001044,99991231,20200101,Mueller,Felix,19960302,2
100,00001045,99991231,20200101,Becker,David,19730427,1
100,00001046,99991231,20200101,Hoffmann,Greta,19740814,1
100,00001047,99991231,20200101,Wagner,Anna,19750531,2
100,00001048,99991231,20200101,Schneider,Ben,19890327,1
100,00001049,99991231,20200101,Hoffmann,Emma,19900604,2
100,00001050,99991231,20200101,Mueller,Greta,19840402,1
100,00001051,99991231,20200101,Wagner,Iris,19701029,1
100,00001052,99991231,20200101,Schulz,David,19640215,1
100,00001053,99991231,20200101,Wagner,Jan,19990429,1
100,00001054,99991231,20200101,Schneider,Jan,19780109,2
100,00001055,99991231,20200101,Meyer,Greta,19891110,1
100,00001056,99991231,20200101,Wagner,Anna,19640405,1
100,00001057,99991231,20200101,Hoffmann,Felix,19890527,2
100,00001058,99991231,20200101,Wagner,Emma,19940315,2
100,00001059,99991231,20200101,Mueller,Emma,19800228,1
100,00001060,99991231,20200101,Hoffmann,Emma,19880404,1
100,00001061,99991231,20200101,Hoffmann,Clara,19770806,2
100,00001062,99991231,20200101,Schmidt,Anna,19820312,2
100,00001063,99991231,20200101,Schmidt,Emma,19930416,1
100,00001064,99991231,20200101,Schneider,Ben,19691230,2
100,00001065,99991231,20200101,Hoffmann,Iris,19840506,1
100,00001066,99991231,20200101,Becker,Greta,19940714,1
100,00001067,99991231,20200101,Wagner,Ben,19620227,2
100,00001068,99991231,20200101,Mueller,Hans,19720810,1
100,00001069,99991231,20200101,Hoffmann,Iris,19831117,1
100,00001070,99991231,20200101,Schulz,Ben,19820902,2
100,00001071,99991231,20200101,Meyer,Clara,19901111,2
100,00001072,99991231,20200101,Becker,Iris,19850421,1
100,00001073,99991231,20200101,Wagner,Jan,19660902,2
100,00001074,99991231,20200101,Weber,Greta,19810610,2
100,00001075,99991231,20200101,Weber,Iris,19660922,2
100,00001076,99991231,20200101,Schulz,Hans,19900417,2
100,00001077,99991231,20200101,Fischer,Greta,19730929,1
100,00001078,99991231,20200101,Wagner,Emma,19850303,2
100,00001079,99991231,20200101,Fischer,Anna,19890529,2
100,00001080,99991231,20200101,Schmidt,Hans,19960609,2
100,00001081,99991231,20200101,Schulz,Felix,19790615,2
100,00001082,99991231,20200101,Schmidt,Iris,19860307,1
100,00001083,99991231,20200101,Wagner,Jan,19690906,1
100,00001084,99991231,20200101,Schneider,Jan,19960724,2
100,00001085,99991231,20200101,Meyer,Ben,19970316,2
100,00001086,99991231,20200101,Weber,Iris,19690109,2
100,00001087,99991231,20200101,Hoffmann,Felix,19880415,1
100,00001088,99991231,20200101,Wagner,Greta,19740201,1
100,00001089,99991231,20200101,Hoffmann,Anna,19790118,2
100,00001090,99991231,20200101,Hoffmann,David,19930612,1
100,00001091,99991231,20200101,Mueller,Hans,19640827,2
100,00001092,99991231,20200101,Schmidt,Anna,19660406,1
100,00001093,99991231,20200101,Fischer,Hans,19721002,2
100,00001094,99991231,20200101,Wagner,Ben,19721011,1
100,00001095,99991231,20200101,Weber,Hans,19891127,1
100,00001096,99991231,20200101,Meyer,Greta,19981129,2
100,00001097,99991231,20200101,Fischer,Anna,19791003,2
100,00001098,99991231,20200101,Meyer,Felix,19741229,2
100,00001099,99991231,20200101,Wagner,Emma,19670322,1
100,00001100,99991231,20200101,Schneider,Greta,19770111,1
100,00001101,99991231,20200101,Wagner,Emma,19940718,1
100,00001102,99991231,20200101,Becker,Hans,19810225,1
100,00001103,99991231,20200101,Weber,Anna,19790703,2
100,00001104,99991231,20200101,Fischer,Greta,19840710,1
100,00001105,99991231,20200101,Mueller,Emma,19810930,1
100,00001106,99991231,20200101,Becker,Hans,19990705,1
100,00001107,99991231,20200101,Meyer,Hans,19620407,1
100,00001108,99991231,20200101,Meyer,Hans,19721226,1
100,00001109,99991231,20200101,Wagner,Jan,19800817,2
100,00001110,99991231,20200101,Mueller,Anna,19930731,1
100,00001111,99991231,20200101,Schulz,Emma,19851105,1
100,00001112,99991231,20200101,Becker,Hans,19660507,2
100,00001113,99991231,20200101,Hoffmann,Clara,19810629,1
100,00001114,99991231,20200101,Mueller,Hans,19720711,1
100,00001115,99991231,20200101,Becker,Hans,19780607,1
100,00001116,99991231,20200101,Hoffmann,Emma,19730912,2
100,00001117,99991231,20200101,Hoffmann,Felix,19821007,1
100,00001118,99991231,20200101,Meyer,David,19680829,1
100,00001119,99991231,20200101,Schneider,Iris,19840915,1
100,00001120,99991231,20200101,Schmidt,Felix,19980514,2
100,00001121,99991231,20200101,Schmidt,Iris,19740622,1
100,00001122,99991231,20200101,Becker,Jan,19700206,2
100,00001123,99991231,20200101,Mueller,Jan,19950802,2
100,00001124,99991231,20200101,Fischer,David,19781116,1
100,00001125,99991231,20200101,Fischer,Felix,19900710,2
100,00001126,99991231,20200101,Fischer,Hans,19961013,2
100,00001127,99991231,20200101,Hoffmann,Ben,19770108,2
100,00001128,99991231,20200101,Wagner,Iris,19611221,1
100,00001129,99991231,20200101,Fischer,Emma,19660204,2
100,00001130,99991231,20200101,Mueller,Felix,19960415,2
100,00001131,99991231,20200101,Schneider,Ben,19671112,1
100,00001132,99991231,20200101,Schulz,Ben,20000918,2
100,00001133,99991231,20200101,Fischer,Hans,19770823,1
100,00001134,99991231,20200101,Schulz,Greta,19800121,1
100,00001135,99991231,20200101,Schmidt,Hans,19621110,2
100,00001136,99991231,20200101,Fischer,Anna,19970318,1
100,00001137,99991231,20200101,Meyer,Felix,19911209,1
100,00001138,99991231,20200101,Schmidt,Anna,19770513,2
100,00001139,99991231,20200101,Weber,Iris,19920116,1
100,00001140,99991231,20200101,Hoffmann,Clara,19811229,2
100,00001141,99991231,20200101,Hoffmann,Hans,19610712,1
100,00001142,99991231,20200101,Hoffmann,Clara,19801228,1
100,00001143,99991231,20200101,Mueller,Jan,19880831,2
100,00001144,99991231,20200101,Hoffmann,Felix,19730314,2
100,00001145,99991231,20200101,Mueller,Greta,19961124,2
100,00001146,99991231,20200101,Schneider,Hans,19621024,2
100,00001147,99991231,20200101,Hoffmann,Felix,19910222,1
100,00001148,99991231,20200101,Fischer,Emma,19650722,2
100,00001149,99991231,20200101,Fischer,David,19890801,2
100,00001150,99991231,20200101,Schneider,Greta,19911212,1
100,00001151,99991231,20200101,Becker,Jan,19700307,2
100,00001152,99991231,20200101,Fischer,Ben,19801026,2
100,00001153,99991231,20200101,Schneider,Jan,19971225,1
100,00001154,99991231,20200101,Wagner,David,19860603,2
100,00001155,99991231,20200101,Wagner,Anna,20000625,1
100,00001156,99991231,20200101,Mueller,Hans,19650902,1
100,00001157,99991231,20200101,Hoffmann,Hans,19820218,2
100,00001158,99991231,20200101,Becker,Greta,19661124,1
100,00001159,99991231,20200101,Mueller,Jan,19651129,2
100,00001160,99991231,20200101,Schneider,Emma,19770715,1
100,00001161,99991231,20200101,Mueller,Iris,19920626,2
100,00001162,99991231,20200101,Schulz,David,19801017,2
100,00001163,99991231,20200101,Meyer,Felix,19951125,2
100,00001164,99991231,20200101,Fischer,Anna,19690226,1
100,00001165,99991231,20200101,Mueller,Felix,19650914,2
100,00001166,99991231,20200101,Wagner,Felix,20000306,1
100,00001167,99991231,20200101,Schneider,Emma,19720208,2
100,00001168,99991231,20200101,Wagner,Hans,19610517,2
100,00001169,99991231,20200101,Schneider,David,19650526,2
100,00001170,99991231,20200101,Weber,Anna,19630615,2
100,00001171,99991231,20200101,Meyer,Clara,19850809,2
100,00001172,99991231,20200101,Schulz,David,19970827,2
100,00001173,99991231,20200101,Mueller,Hans,19841110,1
100,00001174,99991231,20200101,Becker,Greta,19880820,1
100,00001175,99991231,20200101,Becker,Ben,19790725,2
100,00001176,99991231,20200101,Weber,Hans,19640707,2
100,00001177,99991231,20200101,Fischer,Ben,19890714,2
100,00001178,99991231,20200101,Schulz,Ben,19650702,2
100,00001179,99991231,20200101,Schmidt,Iris,19770910,2
100,00001180,99991231,20200101,Schulz,Emma,19880606,2
100,00001181,99991231,20200101,Schulz,Greta,19741218,2
100,00001182,99991231,20200101,Mueller,Emma,19940116,2
100,00001183,99991231,20200101,Becker,Ben,19861006,2
100,00001184,99991231,20200101,Meyer,Ben,19931004,2
100,00001185,99991231,20200101,Weber,Ben,19810303,2
100,00001186,99991231,20200101,Meyer,Jan,19730130,1
100,00001187,99991231,20200101,Schulz,David,19930608,2
100,00001188,99991231,20200101,Mueller,Emma,19840820,1
100,00001189,99991231,20200101,Schneider,Anna,19941230,2
100,00001190,99991231,20200101,Weber,Anna,19960827,1
100,00001191,99991231,20200101,Schmidt,Hans,19720330,2
100,00001192,99991231,20200101,Meyer,Anna,19981229,1
100,00001193,99991231,20200101,Wagner,Emma,19841001,1
100,00001194,99991231,20200101,Schmidt,Felix,19630228,1
100,00001195,99991231,20200101,Schmidt,Jan,19941005,2
100,00001196,99991231,20200101,Schneider,David,19881206,2
100,00001197,99991231,20200101,Mueller,David,19870109,2
100,00001198,99991231,20200101,Schneider,Anna,19650401,1
100,00001199,99991231,20200101,Schneider,Clara,19810921,1
100,00001200,99991231,20200101,Schulz,Felix,19610301,2
100,00001201,99991231,20200101,Schneider,Jan,19600509,2
100,00001202,99991231,20200101,Wagner,David,19960522,2
100,00001203,99991231,20200101,Fischer,Greta,19980209,1
100,00001204,99991231,20200101,Schneider,Iris,19790918,2
100,00001205,99991231,20200101,Hoffmann,Jan,19701215,1
100,00001206,99991231,20200101,Becker,Clara,19650428,2
100,00001207,99991231,20200101,Fischer,David,19870208,2
100,00001208,99991231,20200101,Schneider,Anna,19900621,1
100,00001209,99991231,20200101,Weber,Anna,19670104,2
100,00001210,99991231,20200101,Wagner,Ben,19830629,2
100,00001211,99991231,20200101,Hoffmann,Anna,19671008,1
100,00001212,99991231,20200101,Fischer,Jan,19940930,1
100,00001213,99991231,20200101,Weber,Greta,19811023,2
100,00001214,99991231,20200101,Schneider,Anna,19910922,1
100,00001215,99991231,20200101,Hoffmann,David,19780223,1
100,00001216,99991231,20200101,Weber,Hans,19870623,1
100,00001217,99991231,20200101,Weber,Hans,19860111,1
100,00001218,99991231,20200101,Meyer,Ben,19830104,2
100,00001219,99991231,20200101,Weber,Jan,19690328,2
100,00001220,99991231,20200101,Mueller,Felix,19970528,2
100,00001221,99991231,20200101,Meyer,Ben,19740403,2
100,00001222,99991231,20200101,Hoffmann,Clara,19650602,2
100,00001223,99991231,20200101,Fischer,Jan,19640517,2
100,00001224,99991231,20200101,Fischer,Felix,19890325,1
100,00001225,99991231,20200101,Schneider,Emma,19760427,1
100,00001226,99991231,20200101,Fischer,Emma,19990210,1
100,00001227,99991231,20200101,Mueller,Iris,19600513,2
100,00001228,99991231,20200101,Schmidt,Anna,19790607,2
100,00001229,99991231,20200101,Mueller,Jan,19810917,1
100,00001230,99991231,20200101,Wagner,Clara,19920720,2
100,00001231,99991231,20200101,Mueller,Iris,19641123,2
100,00001232,99991231,20200101,Weber,David,19701130,2
100,00001233,99991231,20200101,Hoffmann,Ben,19620828,1
100,00001234,99991231,20200101,Weber,Greta,19620908,2
100,00001235,99991231,20200101,Meyer,Hans,19901105,1
100,00001236,99991231,20200101,Fischer,Ben,19820710,2
100,00001237,99991231,20200101,Schmidt,Greta,19990819,1
100,00001238,99991231,20200101,Schmidt,Anna,19870620,1
100,00001239,99991231,20200101,Hoffmann,Clara,19880818,2
100,00001240,99991231,20200101,Weber,Jan,19610704,2
100,00001241,99991231,20200101,Hoffmann,Iris,19810625,2
100,00001242,99991231,20200101,Schneider,Jan,20000522,1
100,00001243,99991231,20200101,Schmidt,David,19781109,2
100,00001244,99991231,20200101,Fischer,David,19670308,2
100,00001245,99991231,20200101,Schulz,Iris,19900830,1
100,00001246,99991231,20200101,Schmidt,Iris,19770407,2
100,00001247,99991231,20200101,Becker,Anna,19820926,2
100,00001248,99991231,20200101,Weber,Greta,19880307,2
100,00001249,99991231,20200101,Fischer,Hans,19910815,1
100,00001250,99991231,20200101,Hoffmann,Jan,19720708,2
100,00001251,99991231,20200101,Wagner,Emma,19670616,1
100,00001252,99991231,20200101,Wagner,Greta,19790801,2
100,00001253,99991231,20200101,Mueller,Jan,19890402,2
100,00001254,99991231,20200101,Meyer,Iris,19710209,2
100,00001255,99991231,20200101,Hoffmann,Ben,19860629,1
100,00001256,99991231,20200101,Schulz,Jan,19800106,2
100,00001257,99991231,20200101,Fischer,Iris,19880407,1
100,00001258,99991231,20200101,Meyer,Jan,19970609,2
100,00001259,99991231,20200101,Becker,David,19641120,2
100,00001260,99991231,20200101,Fischer,Emma,19800308,1
100,00001261,99991231,20200101,Fischer,David,19970627,2
100,00001262,99991231,20200101,Hoffmann,Emma,19901231,2
100,00001263,99991231,20200101,Hoffmann,Greta,19810418,1
100,00001264,99991231,20200101,Wagner,Felix,20000831,1
100,00001265,99991231,20200101,Schmidt,Emma,19721002,1
100,00001266,99991231,20200101,Meyer,Felix,19601101,1
100,00001267,99991231,20200101,Mueller,Jan,19740826,1
100,00001268,99991231,20200101,Schneider,David,19660215,1
100,00001269,99991231,20200101,Hoffmann,Greta,19860624,2
100,00001270,99991231,20200101,Mueller,Iris,19620815,2
100,00001271,99991231,20200101,Becker,Clara,19630408,2
100,00001272,99991231,20200101,Fischer,Hans,19860124,2
100,00001273,99991231,20200101,Hoffmann,Felix,19650527,2
100,00001274,99991231,20200101,Schulz,Ben,19670131,2
100,00001275,99991231,20200101,Hoffmann,Anna,19971226,2
100,00001276,99991231,20200101,Schneider,Ben,19870803,2
100,00001277,99991231,20200101,Schulz,David,19971016,1
100,00001278,99991231,20200101,Becker,Clara,19840615,1
100,00001279,99991231,20200101,Schneider,Jan,19801001,1
100,00001280,99991231,20200101,Mueller,Clara,19670528,1
100,00001281,99991231,20200101,Weber,Hans,19670422,2
100,00001282,99991231,20200101,Schmidt,Jan,19791104,2
100,00001283,99991231,20200101,Wagner,Jan,19780809,2
100,00001284,99991231,20200101,Wagner,Anna,19810125,2
100,00001285,99991231,20200101,Meyer,Clara,19700419,1
100,00001286,99991231,20200101,Meyer,Felix,19780329,2
100,00001287,99991231,20200101,Schulz,Felix,19741112,1
100,00001288,99991231,20200101,Hoffmann,Iris,19620617,2
100,00001289,99991231,20200101,Schneider,Jan,19940409,1
100,00001290,99991231,20200101,Schneider,Anna,19931228,2
100,00001291,99991231,20200101,Schulz,Greta,19880723,1
100,00001292,99991231,20200101,Wagner,Jan,19830825,2
100,00001293,99991231,20200101,Schulz,Anna,19680118,2
100,00001294,99991231,20200101,Becker,Jan,19661127,1
100,00001295,99991231,20200101,Becker,Emma,19761209,2
100,00001296,99991231,20200101,Meyer,Greta,20000925,1
100,00001297,99991231,20200101,Meyer,Anna,19780525,2
100,00001298,99991231,20200101,Schmidt,Hans,19800209,1
100,00001299,99991231,20200101,Hoffmann,Greta,20001129,2
100,00001300,99991231,20200101,Fischer,Emma,19661024,1
100,00001301,99991231,20200101,Schneider,Hans,19950903,2
100,00001302,99991231,20200101,Wagner,Greta,19851231,2
100,00001303,99991231,20200101,Schneider,Emma,19870717,1
100,00001304,99991231,20200101,Fischer,Anna,19950722,1
100,00001305,99991231,20200101,Wagner,Felix,19651113,2
100,00001306,99991231,20200101,Mueller,Iris,19810513,1
100,00001307,99991231,20200101,Weber,Jan,19900105,1
100,00001308,99991231,20200101,Schulz,Emma,19911219,2
100,00001309,99991231,20200101,Weber,Felix,19600407,1
100,00001310,99991231,20200101,Schulz,Greta,19790505,2
100,00001311,99991231,20200101,Schmidt,Hans,20001108,2
100,00001312,99991231,20200101,Wagner,Greta,19960119,1
100,00001313,99991231,20200101,Fischer,Emma,19860213,1
100,00001314,99991231,20200101,Schulz,Iris,19810929,2
100,00001315,99991231,20200101,Schneider,Ben,19700224,1
100,00001316,99991231,20200101,Meyer,Iris,19851027,2
100,00001317,99991231,20200101,Meyer,Emma,19741206,1
100,00001318,99991231,20200101,Schneider,Felix,19690408,1
100,00001319,99991231,20200101,Meyer,David,19870808,1
100,00001320,99991231,20200101,Weber,Greta,19990222,2
100,00001321,99991231,20200101,Hoffmann,Hans,19840830,2
100,00001322,99991231,20200101,Schneider,Jan,19920719,1
100,00001323,99991231,20200101,Meyer,Iris,19730508,1
100,00001324,99991231,20200101,Weber,Felix,19751004,1
100,00001325,99991231,20200101,Wagner,Hans,19740316,1
100,00001326,99991231,20200101,Schmidt,Jan,19860620,2
100,00001327,99991231,20200101,Schulz,Clara,19600417,1
100,00001328,99991231,20200101,Becker,David,19940828,1
100,00001329,99991231,20200101,Wagner,Emma,19941107,1
100,00001330,99991231,20200101,Schmidt,David,19770322,2
100,00001331,99991231,20200101,Schmidt,Clara,19740617,2
100,00001332,99991231,20200101,Weber,Iris,19890921,2
100,00001333,99991231,20200101,Becker,Greta,19840819,2
100,00001334,99991231,20200101,Meyer,Ben,19650503,2
100,00001335,99991231,20200101,Weber,Emma,19661021,2
100,00001336,99991231,20200101,Meyer,Clara,19761026,1
100,00001337,99991231,20200101,Hoffmann,Anna,19640923,1
100,00001338,99991231,20200101,Schmidt,Ben,19690922,1
100,00001339,99991231,20200101,Schmidt,Anna,19761004,2
100,00001340,99991231,20200101,Schneider,Iris,19720610,2
100,00001341,99991231,20200101,Mueller,Emma,19990824,2
100,00001342,99991231,20200101,Meyer,Anna,19840707,2
100,00001343,99991231,20200101,Schneider,Ben,19921016,1
100,00001344,99991231,20200101,Schmidt,Clara,19880805,1
100,00001345,99991231,20200101,Wagner,Clara,19660414,1
100,00001346,99991231,20200101,Mueller,Clara,19931010,2
100,00001347,99991231,20200101,Fischer,Felix,19971224,1
100,00001348,99991231,20200101,Becker,Iris,19860317,1
100,00001349,99991231,20200101,Mueller,Clara,19671017,2
100,00001350,99991231,20200101,Wagner,Iris,19860308,1
100,00001351,99991231,20200101,Meyer,Felix,19820727,2
100,00001352,99991231,20200101,Wagner,Anna,19691021,1
100,00001353,99991231,20200101,Schmidt,Anna,19651014,1
100,00001354,99991231,20200101,Weber,Hans,19750318,1
100,00001355,99991231,20200101,Meyer,Hans,19950119,1
100,00001356,99991231,20200101,Schulz,Anna,19610915,1
100,00001357,99991231,20200101,Mueller,Ben,19830514,1
100,00001358,99991231,20200101,Schneider,Felix,19650305,1
100,00001359,99991231,20200101,Meyer,David,19710519,1
100,00001360,99991231,20200101,Schneider,Felix,19810112,1
100,00001361,99991231,20200101,Weber,Iris,19930329,1
100,00001362,99991231,20200101,Schulz,Clara,19800403,1
100,00001363,99991231,20200101,Wagner,Felix,19730715,2
100,00001364,99991231,20200101,Mueller,Jan,19670530,1
100,00001365,99991231,20200101,Weber,Iris,19641108,2
100,00001366,99991231,20200101,Fischer,Emma,19690128,1
100,00001367,99991231,20200101,Becker,Hans,19840411,1
100,00001368,99991231,20200101,Schneider,Clara,19811105,1
100,00001369,99991231,20200101,Hoffmann,Iris,19930618,1
100,00001370,99991231,20200101,Mueller,David,19770226,1
100,00001371,99991231,20200101,Fischer,Iris,19850116,1
100,00001372,99991231,20200101,Schneider,Anna,19880107,2
100,00001373,99991231,20200101,Schneider,Emma,19990421,2
100,00001374,99991231,20200101,Schmidt,Ben,19880405,2
100,00001375,99991231,20200101,Meyer,Anna,19770424,1
100,00001376,99991231,20200101,Mueller,David,19780830,1
100,00001377,99991231,20200101,Schulz,Ben,19960322,2
100,00001378,99991231,20200101,Wagner,David,19611010,1
100,00001379,99991231,20200101,Schmidt,Emma,19880617,2
100,00001380,99991231,20200101,Meyer,Clara,19840409,1
100,00001381,99991231,20200101,Mueller,Jan,19861214,1
100,00001382,99991231,20200101,Meyer,Clara,19631110,2
100,00001383,99991231,20200101,Weber,Iris,19940108,2
100,00001384,99991231,20200101,Becker,Hans,19610604,2
100,00001385,99991231,20200101,Becker,Greta,19830131,1
100,00001386,99991231,20200101,Becker,David,19741117,2
100,00001387,99991231,20200101,Wagner,Greta,19790410,1
100,00001388,99991231,20200101,Mueller,Hans,19920711,2
100,00001389,99991231,20200101,Becker,Felix,19641109,2
100,00001390,99991231,20200101,Schneider,Greta,19720201,2
100,00001391,99991231,20200101,Mueller,Felix,19600204,2
100,00001392,99991231,20200101,Becker,Ben,19831206,2
100,00001393,99991231,20200101,Schmidt,Clara,19890309,2
100,00001394,99991231,20200101,Meyer,Hans,19611124,1
100,00001395,99991231,20200101,Weber,Clara,19600924,1
100,00001396,99991231,20200101,Meyer,Jan,19830427,1
100,00001397,99991231,20200101,Weber,Greta,19670604,2
100,00001398,99991231,20200101,Schulz,Iris,19930813,1
100,00001399,99991231,20200101,Becker,Greta,19950929,1
100,00001400,99991231,20200101,Schmidt,Emma,19781005,2
100,00001401,99991231,20200101,Meyer,Clara,19940418,1
100,00001402,99991231,20200101,Schulz,Emma,19720320,2
100,00001403,99991231,20200101,Hoffmann,Jan,19820615,2
100,00001404,99991231,20200101,Mueller,Jan,19780930,2
100,00001405,99991231,20200101,Fischer,Greta,19831206,1
100,00001406,99991231,20200101,Schneider,Clara,19921224,2
100,00001407,99991231,20200101,Fischer,Greta,19680702,2
100,00001408,99991231,20200101,Weber,Anna,19901112,2
100,00001409,99991231,20200101,Schneider,Hans,19830822,1
100,00001410,99991231,20200101,Fischer,Felix,19790509,2
100,00001411,99991231,20200101,Fischer,Greta,19971023,2
100,00001412,99991231,20200101,Wagner,David,19610627,1
100,00001413,99991231,20200101,Mueller,Clara,19930113,1
100,00001414,99991231,20200101,Hoffmann,Anna,19890215,1
100,00001415,99991231,20200101,Weber,Iris,19991014,1
100,00001416,99991231,20200101,Schmidt,Greta,19910828,2
100,00001417,99991231,20200101,Schmidt,Clara,19930828,2
100,00001418,99991231,20200101,Wagner,David,19781206,1
100,00001419,99991231,20200101,Schulz,Anna,20000502,1
100,00001420,99991231,20200101,Schmidt,Greta,19860308,2
100,00001421,99991231,20200101,Wagner,Jan,19970701,1
100,00001422,99991231,20200101,Wagner,Hans,19900528,2
100,00001423,99991231,20200101,Hoffmann,Jan,19720423,1
100,00001424,99991231,20200101,Schneider,Anna,19871123,2
100,00001425,99991231,20200101,Becker,Emma,19700311,2
100,00001426,99991231,20200101,Wagner,Clara,19761220,1
100,00001427,99991231,20200101,Schmidt,Iris,19710527,2
100,00001428,99991231,20200101,Schneider,Greta,19850715,2
100,00001429,99991231,20200101,Meyer,Greta,19920107,1
100,00001430,99991231,20200101,Schmidt,Felix,19940317,1
100,00001431,99991231,20200101,Schulz,Clara,19810816,1
100,00001432,99991231,20200101,Weber,Hans,19881022,2
100,00001433,99991231,20200101,Schmidt,Clara,19720826,2
100,00001434,99991231,20200101,Hoffmann,Greta,19831018,2
100,00001435,99991231,20200101,Hoffmann,Clara,19671214,1
100,00001436,99991231,20200101,Schneider,Hans,19851229,1
100,00001437,99991231,20200101,Becker,Emma,19650829,2
100,00001438,99991231,20200101,Schneider,Jan,19730911,1
100,00001439,99991231,20200101,Wagner,Felix,19800329,2
100,00001440,99991231,20200101,Schmidt,Felix,19761214,1
100,00001441,99991231,20200101,Becker,Jan,19780509,2
100,00001442,99991231,20200101,Schmidt,Anna,19980523,1
100,00001443,99991231,20200101,Wagner,Jan,19850809,2
100,00001444,99991231,20200101,Schneider,Ben,19950630,1
100,00001445,99991231,20200101,Wagner,Clara,19820608,1
100,00001446,99991231,20200101,Schulz,Emma,19700924,2
